unique_id,workshop_id,sn_type,sn_id,sn_content,sn_clean,sn_token,sn_token_str,compound_s,positive_s,negative_s,neutral_s
B6_L1,B6,L,L1,No knowledge needed to play; soft skills  empathy and conflict resolution and facts inequities in policing,no knowledge needed to play soft skills empathy and conflict resolution and facts inequities in policing,"['no', 'knowledge', 'need', 'play', 'soft', 'skill', 'empathy', 'conflict', 'resolution', 'fact', 'inequity', 'police']",no knowledge need play soft skill empathy conflict resolution fact inequity police,-0.2732,0.121,0.226,0.653
B6_L2,B6,L,L2,Role shifting and resolution of conflict,role shifting and resolution of conflict,"['role', 'shifting', 'resolution', 'conflict']",role shifting resolution conflict,-0.3182,0.0,0.315,0.685
B6_L3,B6,L,L3,differential understandings between community and police (racial and police status),differential understandings between community and police racial and police status,"['differential', 'understanding', 'community', 'police', 'racial', 'police', 'status']",differential understanding community police racial police status,0.0,0.0,0.0,1.0
B6_L4,B6,L,L4,Who's playing? police officers and community members; patrol officers,who s playing police officers and community members patrol officers,"['s', 'play', 'police', 'officer', 'community', 'member', 'patrol', 'officer']",s play police officer community member patrol officer,0.2023,0.167,0.0,0.833
B6_L5,B6,L,L5,Goal: establish empahty for others' experience through moving through simulatied role changes,goal establish empahty for others experience through moving through simulatied role changes,"['goal', 'establish', 'empahty', 'experience', 'move', 'simulatied', 'role', 'change']",goal establish empahty experience move simulatied role change,0.0,0.0,0.0,1.0
B6_S1,B6,S,S1,Plot: given a situation up front based on real-world police-community conflict and need to figure out how to resolve together,plot given a situation up front based on real world police community conflict and need to figure out how to resolve together,"['plot', 'give', 'situation', 'base', 'real', 'world', 'police', 'community', 'conflict', 'need', 'figure', 'resolve']",plot give situation base real world police community conflict need figure resolve,0.0772,0.104,0.092,0.803
B6_S2,B6,S,S2,"Setting: real-world, city, diverse population",setting real world city diverse population,"['set', 'real', 'world', 'city', 'diverse', 'population']",set real world city diverse population,0.0,0.0,0.0,1.0
B6_S3,B6,S,S3,Players should always feel like they're the main character in their own story; there are also secondary impartial characters,players should always feel like they re the main character in their own story there are also secondary impartial characters,"['player', 'feel', 'like', 'main', 'character', 'story', 'secondary', 'impartial', 'character']",player feel like main character story secondary impartial character,0.3612,0.116,0.0,0.884
B6_S4,B6,S,S4,"Characters: two main groups - police and community, subroles depending on the scenario",characters two main groups police and community subroles depending on the scenario,"['character', 'main', 'group', 'police', 'community', 'subrole', 'depend', 'scenario']",character main group police community subrole depend scenario,0.0,0.0,0.0,1.0
B6_G1,B6,G,G1,"Shift role throughout the game, may start as police officer and then switch to different identities at different levels",shift role throughout the game may start as police officer and then switch to different identities at different levels,"['shift', 'role', 'game', 'start', 'police', 'officer', 'switch', 'different', 'identity', 'different', 'level']",shift role game start police officer switch different identity different level,0.0,0.0,0.0,1.0
B6_G2,B6,G,G2,Type of game: role playing table top game (virtual capability),type of game role playing table top game virtual capability,"['type', 'game', 'role', 'playing', 'table', 'game', 'virtual', 'capability']",type game role playing table game virtual capability,0.3818,0.31,0.0,0.69
B6_G3,B6,G,G3,idea,idea,['idea'],idea,0.0,0.0,0.0,1.0
B6_G4,B6,G,G4,"After a stop, options of typical actions (discussion-based)",after a stop options of typical actions discussion based,"['stop', 'option', 'typical', 'action', 'discussion', 'base']",stop option typical action discussion base,-0.296,0.0,0.216,0.784
B6_G5,B6,G,G5,There is a problem that needs to be solved that would benefit both sides if solved. Collective score motivates sustained engagement.,there is a problem that needs to be solved that would benefit both sides if solved collective score motivates sustained engagement,"['problem', 'need', 'solve', 'benefit', 'side', 'solve', 'collective', 'score', 'motivate', 'sustained', 'engagement']",problem need solve benefit side solve collective score motivate sustained engagement,0.7579,0.353,0.093,0.554
B6_G6,B6,G,G6,Emotions: empathy,emotions empathy,"['emotion', 'empathy']",emotion empathy,0.0,0.0,0.0,1.0
B6_U1,B6,U,U1,"Not provided, user can provide for themselves if they feel they are progressing",not provided user can provide for themselves if they feel they are progressing,"['not', 'provide', 'user', 'provide', 'feel', 'progress']",not provide user provide feel progress,0.0,0.0,0.0,1.0
B6_U2,B6,U,U2,everyone will know the result because decided together,everyone will know the result because decided together,"['know', 'result', 'decide']",know result decide,0.0,0.0,0.0,1.0
